"","Agroup_monophyly","Crub_Cgrand_monophyly","Csat_monophyly","C_group_monophyly","Topology","Topology_loose","Bootstrap_Support"
"1","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"2","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","85"
"3","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"4","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","89"
"5","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"6","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"7","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","94"
"8","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"9","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"10","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"11","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"12","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"13","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","81"
"14","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"15","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","74"
"16","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","86"
"17","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","77"
"18","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"19","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","96"
"20","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","99"
"21","TRUE","TRUE","TRUE","FALSE","Other_topology","Other_topology","BS_scoreNA"
"22","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"23","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","74"
"24","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","99"
"25","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","83"
"26","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"27","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","51"
"28","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","87"
"29","TRUE","TRUE","TRUE","FALSE","Other_topology","BC_topology","96"
"30","FALSE","TRUE","TRUE","FALSE","Other_topology","BC_topology","40"
"31","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","69"
"32","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"33","FALSE","TRUE","TRUE","TRUE","BC_topology","BC_topology","87"
"34","TRUE","TRUE","TRUE","FALSE","Other_topology","BC_topology","94"
"35","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"36","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"37","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","46"
"38","TRUE","TRUE","TRUE","FALSE","Other_topology","Other_topology","BS_scoreNA"
"39","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","65"
"40","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"41","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"42","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"43","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"44","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","38"
"45","TRUE","TRUE","TRUE","FALSE","Other_topology","BC_topology","77"
"46","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","71"
"47","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","55"
"48","TRUE","TRUE","TRUE","FALSE","Other_topology","Other_topology","BS_scoreNA"
"49","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","93"
"50","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","94"
"51","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"52","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"53","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","98"
"54","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","100"
"55","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","95"
"56","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"57","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"58","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","99"
"59","FALSE","TRUE","TRUE","TRUE","Other_topology","AC_topology","100"
"60","TRUE","TRUE","TRUE","FALSE","Other_topology","BC_topology","88"
"61","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","69"
"62","TRUE","TRUE","TRUE","FALSE","Other_topology","Other_topology","BS_scoreNA"
"63","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"64","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"65","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"66","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","96"
"67","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","100"
"68","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"69","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","74"
"70","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","99"
"71","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"72","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"73","FALSE","TRUE","TRUE","FALSE","Other_topology","Other_topology","BS_scoreNA"
"74","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","95"
"75","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","89"
"76","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"77","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","88"
"78","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","99"
"79","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"80","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","98"
"81","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"82","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"83","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","97"
"84","TRUE","TRUE","TRUE","FALSE","Other_topology","BC_topology","93"
"85","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","100"
"86","TRUE","TRUE","TRUE","TRUE","AB_topology","AB_topology","100"
"87","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","96"
"88","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"89","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","90"
"90","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"91","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","80"
"92","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","79"
"93","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"94","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"95","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"96","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","94"
"97","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","89"
"98","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","99"
"99","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"100","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"101","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","57"
"102","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"103","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"104","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"105","TRUE","TRUE","FALSE","FALSE","Other_topology","Other_topology","BS_scoreNA"
"106","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","52"
"107","TRUE","TRUE","TRUE","TRUE","AB_topology","AB_topology","100"
"108","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"109","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","95"
"110","TRUE","TRUE","TRUE","FALSE","Other_topology","Other_topology","BS_scoreNA"
"111","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"112","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","98"
"113","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"114","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"115","TRUE","TRUE","TRUE","TRUE","AB_topology","AB_topology","84"
"116","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","99"
"117","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","95"
"118","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","65"
"119","TRUE","TRUE","TRUE","FALSE","Other_topology","BC_topology","96"
"120","TRUE","TRUE","TRUE","FALSE","Other_topology","BC_topology","100"
"121","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","97"
"122","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"123","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"124","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","96"
"125","FALSE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"126","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","72"
"127","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","100"
"128","TRUE","TRUE","TRUE","TRUE","AB_topology","AB_topology","68"
"129","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","98"
"130","FALSE","TRUE","TRUE","FALSE","Other_topology","BC_topology","57"
"131","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"132","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"133","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"134","TRUE","TRUE","TRUE","TRUE","AB_topology","AB_topology","43"
"135","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"136","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","99"
"137","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"138","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"139","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"140","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology",""
"141","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"142","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"143","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"144","FALSE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"145","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","99"
"146","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"147","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","95"
"148","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","94"
"149","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"150","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"151","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"152","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","98"
"153","FALSE","TRUE","TRUE","FALSE","Other_topology","BC_topology","74"
"154","TRUE","TRUE","TRUE","TRUE","AB_topology","AB_topology","78"
"155","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"156","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"157","TRUE","TRUE","TRUE","FALSE","Other_topology","BC_topology","69"
"158","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","84"
"159","TRUE","TRUE","TRUE","FALSE","Other_topology","Other_topology","BS_scoreNA"
"160","TRUE","TRUE","TRUE","FALSE","Other_topology","BC_topology","78"
"161","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"162","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"163","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"164","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","100"
"165","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","99"
"166","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","88"
"167","TRUE","TRUE","TRUE","FALSE","Other_topology","Other_topology","BS_scoreNA"
"168","FALSE","TRUE","FALSE","FALSE","Other_topology","Other_topology","BS_scoreNA"
"169","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"170","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","99"
"171","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","99"
"172","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"173","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","69"
"174","FALSE","TRUE","TRUE","TRUE","BC_topology","BC_topology","44"
"175","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","97"
"176","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","92"
"177","TRUE","TRUE","TRUE","TRUE","AB_topology","AB_topology","100"
"178","TRUE","TRUE","TRUE","FALSE","Other_topology","BC_topology","100"
"179","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"180","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"181","FALSE","FALSE","FALSE","FALSE","Other_topology","Other_topology","BS_scoreNA"
"182","FALSE","FALSE","FALSE","FALSE","Other_topology","Other_topology","BS_scoreNA"
"183","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","97"
"184","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","84"
"185","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","100"
"186","TRUE","TRUE","TRUE","FALSE","Other_topology","BC_topology","100"
"187","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","98"
"188","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"189","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","83"
"190","TRUE","TRUE","TRUE","TRUE","AB_topology","AB_topology","100"
"191","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"192","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"193","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","80"
"194","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"195","FALSE","FALSE","TRUE","FALSE","Other_topology","Other_topology","BS_scoreNA"
"196","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"197","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","95"
"198","FALSE","TRUE","TRUE","TRUE","BC_topology","BC_topology","49"
"199","TRUE","TRUE","TRUE","TRUE","AB_topology","AB_topology","100"
"200","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","98"
"201","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"202","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"203","TRUE","TRUE","TRUE","FALSE","Other_topology","BC_topology","100"
"204","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","96"
"205","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"206","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"207","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"208","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","88"
"209","TRUE","TRUE","TRUE","TRUE","AB_topology","AB_topology","89"
"210","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","89"
"211","TRUE","TRUE","TRUE","FALSE","Other_topology","BC_topology","98"
"212","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","86"
"213","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","72"
"214","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","99"
"215","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"216","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","74"
"217","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","35"
"218","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","96"
"219","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"220","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","84"
"221","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","90"
"222","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"223","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"224","TRUE","TRUE","TRUE","TRUE","Other_topology","Other_topology","BS_scoreNA"
"225","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","63"
"226","TRUE","TRUE","TRUE","FALSE","Other_topology","BC_topology","100"
"227","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","87"
"228","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"229","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","42"
"230","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","93"
"231","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","89"
"232","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","63"
"233","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"234","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"235","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"236","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","78"
"237","TRUE","TRUE","TRUE","TRUE","AB_topology","AB_topology","98"
"238","TRUE","TRUE","TRUE","TRUE","AB_topology","AB_topology","76"
"239","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"240","TRUE","TRUE","TRUE","TRUE","AB_topology","AB_topology","100"
"241","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","61"
"242","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"243","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","86"
"244","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","99"
"245","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","94"
"246","TRUE","TRUE","TRUE","TRUE","AB_topology","AB_topology","99"
"247","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"248","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"249","TRUE","TRUE","FALSE","TRUE","AB_topology","AB_topology","100"
"250","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"251","FALSE","TRUE","TRUE","TRUE","BC_topology","BC_topology","99"
"252","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","68"
"253","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","63"
"254","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","100"
"255","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","88"
"256","TRUE","TRUE","TRUE","TRUE","AB_topology","AB_topology",""
"257","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"258","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"259","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","62"
"260","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","98"
"261","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"262","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","63"
"263","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"264","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"265","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","87"
"266","FALSE","TRUE","TRUE","TRUE","BC_topology","BC_topology","42"
"267","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"268","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"269","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","87"
"270","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"271","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","60"
"272","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","54"
"273","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","98"
"274","TRUE","TRUE","TRUE","TRUE","AB_topology","AB_topology","100"
"275","TRUE","FALSE","FALSE","FALSE","AB_topology","AC_topology","NA"
"276","TRUE","FALSE","TRUE","FALSE","Other_topology","Other_topology","BS_scoreNA"
"277","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","97"
"278","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","49"
"279","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"280","FALSE","TRUE","TRUE","TRUE","BC_topology","BC_topology","91"
"281","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","99"
"282","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"283","TRUE","TRUE","FALSE","TRUE","BC_topology","BC_topology","51"
"284","TRUE","TRUE","TRUE","FALSE","AB_topology","AB_topology","96"
"285","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"286","FALSE","TRUE","TRUE","TRUE","Other_topology","AC_topology","100"
"287","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"288","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"289","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"290","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"291","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","96"
"292","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"293","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","100"
"294","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","67"
"295","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","100"
"296","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","96"
"297","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","79"
"298","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"299","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","79"
"300","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"301","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"302","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","39"
"303","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"304","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"305","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","88"
"306","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"307","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"308","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","97"
"309","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"310","TRUE","TRUE","TRUE","FALSE","Other_topology","BC_topology","100"
"311","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"312","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"313","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","100"
"314","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"315","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"316","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"317","TRUE","TRUE","TRUE","TRUE","AC_topology","AC_topology","100"
"318","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"319","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","98"
"320","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"321","FALSE","TRUE","TRUE","FALSE","Other_topology","BC_topology","93"
"322","TRUE","TRUE","TRUE","FALSE","Other_topology","AC_topology","71"
"323","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","100"
"324","TRUE","TRUE","TRUE","TRUE","AB_topology","AB_topology","92"
"325","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","62"
"326","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","99"
"327","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","86"
"328","TRUE","TRUE","TRUE","FALSE","Other_topology","BC_topology","100"
"329","TRUE","TRUE","TRUE","TRUE","BC_topology","BC_topology","99"
