"","Agroup_monophyly","Crub_Cgrand_monophyly","Csat_monophyly","C_group_monophyly","Topology","Topology_loose","Bootstrap_Support"
"692","TRUE","TRUE","AC_topology","AC_topology","31","TRUE","TRUE"
"693","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"694","TRUE","TRUE","BC_topology","BC_topology","53","TRUE","TRUE"
"695","TRUE","TRUE","BC_topology","BC_topology","86","TRUE","TRUE"
"696","TRUE","FALSE","Other_topology","Other_topology","BS_scoreNA","TRUE","TRUE"
"697","TRUE","TRUE","BC_topology","BC_topology","76","TRUE","TRUE"
"698","TRUE","TRUE","BC_topology","BC_topology","82","TRUE","TRUE"
"699","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"700","TRUE","TRUE","AC_topology","AC_topology","100","TRUE","TRUE"
"701","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"702","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"703","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"704","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"705","TRUE","TRUE","BC_topology","BC_topology","46","TRUE","TRUE"
"706","TRUE","FALSE","Other_topology","BC_topology","43","TRUE","TRUE"
"707","TRUE","TRUE","AB_topology","AB_topology","100","TRUE","TRUE"
"708","TRUE","TRUE","BC_topology","BC_topology","61","TRUE","TRUE"
"709","TRUE","TRUE","BC_topology","BC_topology","73","TRUE","TRUE"
"710","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"711","TRUE","TRUE","BC_topology","BC_topology","99","TRUE","TRUE"
"712","TRUE","TRUE","BC_topology","BC_topology","89","TRUE","TRUE"
"713","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"714","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"715","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"716","TRUE","TRUE","BC_topology","BC_topology","78","TRUE","TRUE"
"717","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"718","TRUE","TRUE","BC_topology","BC_topology","94","TRUE","TRUE"
"719","TRUE","FALSE","Other_topology","BC_topology","88","TRUE","TRUE"
"720","TRUE","TRUE","BC_topology","BC_topology","93","TRUE","TRUE"
"721","TRUE","FALSE","Other_topology","Other_topology","BS_scoreNA","TRUE","TRUE"
"722","TRUE","TRUE","BC_topology","BC_topology","96","TRUE","TRUE"
"723","TRUE","TRUE","Other_topology","Other_topology","BS_scoreNA","TRUE","TRUE"
"724","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"725","TRUE","FALSE","Other_topology","BC_topology","100","TRUE","TRUE"
"726","FALSE","TRUE","Other_topology","Other_topology","BS_scoreNA","TRUE","TRUE"
"727","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"728","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"729","TRUE","TRUE","BC_topology","BC_topology","100","FALSE","TRUE"
"730","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"731","FALSE","TRUE","AC_topology","AC_topology","74","TRUE","TRUE"
"732","TRUE","TRUE","AC_topology","AC_topology","67","TRUE","TRUE"
"733","TRUE","TRUE","BC_topology","BC_topology","99","TRUE","TRUE"
"734","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"735","TRUE","FALSE","Other_topology","BC_topology","100","TRUE","TRUE"
"736","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"737","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"738","TRUE","TRUE","BC_topology","BC_topology","98","FALSE","TRUE"
"739","TRUE","TRUE","BC_topology","BC_topology","50","TRUE","TRUE"
"740","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"741","TRUE","TRUE","BC_topology","BC_topology","92","TRUE","TRUE"
"742","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"743","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"744","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"745","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"746","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"747","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"748","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"749","TRUE","FALSE","Other_topology","BC_topology","100","TRUE","TRUE"
"750","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"751","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"752","TRUE","TRUE","BC_topology","BC_topology","100","FALSE","TRUE"
"753","TRUE","TRUE","BC_topology","BC_topology","48","TRUE","TRUE"
"754","TRUE","TRUE","AB_topology","AB_topology","36","TRUE","TRUE"
"755","TRUE","FALSE","Other_topology","BC_topology","100","TRUE","TRUE"
"756","TRUE","TRUE","AB_topology","AB_topology","100","TRUE","TRUE"
"757","TRUE","TRUE","BC_topology","BC_topology","98","TRUE","TRUE"
"758","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"759","TRUE","TRUE","BC_topology","BC_topology","89","TRUE","TRUE"
"760","TRUE","TRUE","AC_topology","AC_topology","42","TRUE","TRUE"
"761","TRUE","TRUE","BC_topology","BC_topology","62","TRUE","TRUE"
"762","TRUE","TRUE","BC_topology","BC_topology","59","TRUE","TRUE"
"763","TRUE","TRUE","BC_topology","BC_topology","100","FALSE","TRUE"
"764","TRUE","TRUE","BC_topology","BC_topology","63","TRUE","TRUE"
"765","TRUE","TRUE","BC_topology","BC_topology","34","TRUE","TRUE"
"766","TRUE","FALSE","Other_topology","AC_topology","100","TRUE","TRUE"
"767","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"768","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"769","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"770","TRUE","TRUE","AB_topology","AB_topology","100","TRUE","TRUE"
"771","TRUE","TRUE","BC_topology","BC_topology","95","TRUE","TRUE"
"772","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"773","TRUE","FALSE","Other_topology","BC_topology","46","TRUE","TRUE"
"774","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"775","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"776","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"777","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"778","TRUE","FALSE","Other_topology","BC_topology","53","TRUE","TRUE"
"779","TRUE","TRUE","BC_topology","BC_topology","85","TRUE","TRUE"
"780","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"781","TRUE","TRUE","BC_topology","BC_topology","99","TRUE","TRUE"
"782","TRUE","TRUE","AC_topology","AC_topology","31","TRUE","TRUE"
"783","TRUE","FALSE","Other_topology","BC_topology","100","TRUE","TRUE"
"784","TRUE","FALSE","Other_topology","Other_topology","BS_scoreNA","TRUE","TRUE"
"785","TRUE","TRUE","BC_topology","BC_topology","96","TRUE","TRUE"
"786","TRUE","TRUE","AB_topology","AB_topology","100","TRUE","TRUE"
"787","TRUE","FALSE","Other_topology","AC_topology","100","TRUE","TRUE"
"788","TRUE","TRUE","BC_topology","BC_topology","26","TRUE","TRUE"
"789","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"790","TRUE","TRUE","AC_topology","AC_topology","100","TRUE","TRUE"
"791","TRUE","TRUE","BC_topology","BC_topology","96","TRUE","TRUE"
"792","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"793","TRUE","TRUE","BC_topology","BC_topology","77","TRUE","TRUE"
"794","TRUE","TRUE","BC_topology","BC_topology","90","TRUE","TRUE"
"795","TRUE","TRUE","BC_topology","BC_topology","68","TRUE","TRUE"
"796","TRUE","TRUE","BC_topology","BC_topology","59","TRUE","TRUE"
"797","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"798","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"799","TRUE","TRUE","BC_topology","BC_topology","96","TRUE","TRUE"
"800","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"801","TRUE","TRUE","BC_topology","BC_topology","100","TRUE","TRUE"
"802","TRUE","TRUE","BC_topology","BC_topology","97","TRUE","TRUE"
