scaffold_2	2848237	2852451	1	1
scaffold_1	6135524	6137001	1	1
scaffold_2	12389096	12393428	1	1
scaffold_1	17624366	17628239	1	1
scaffold_2	1810273	1811229	1	1
scaffold_7	263880	265002	1	1
scaffold_4	1166712	1169384	1	1
scaffold_3	3236103	3238150	1	1
scaffold_3	6123068	6123758	1	1
scaffold_1	16535801	16536043	1	1
scaffold_5	8580370	8582419	1	1
scaffold_7	6600403	6605502	1	1
scaffold_3	2775782	2776759	1	1
scaffold_6	4940837	4942664	1	1
scaffold_1	4298712	4299787	1	1
scaffold_5	12293281	12294478	1	1
scaffold_2	905428	905874	1	1
scaffold_1	4264971	4265417	1	1
scaffold_6	2036958	2037548	1	1
scaffold_4	67120	68855	1	1
scaffold_3	14423012	14424014	1	1
scaffold_7	4288555	4289480	1	1
scaffold_6	9917932	9919311	1	1
scaffold_1	18356304	18358395	1	1
scaffold_7	8337266	8340644	1	1
scaffold_5	9831508	9833205	1	1
scaffold_5	5858522	5860701	1	1
scaffold_2	10383408	10385635	1	1
scaffold_1	7612224	7614446	1	1
scaffold_6	1934392	1937208	1	1
scaffold_1	17443671	17445031	1	1
scaffold_5	7700124	7701510	1	1
scaffold_1	18565575	18565793	1	1
scaffold_7	15856016	15859462	1	1
scaffold_2	10437988	10442468	1	1
scaffold_1	1491350	1493828	1	1
scaffold_4	10879335	10881379	1	1
scaffold_3	810440	814238	1	1
scaffold_1	849850	852010	1	1
scaffold_1	949588	950605	1	1
scaffold_1	1315170	1316784	1	1
scaffold_1	1573959	1575493	1	1
scaffold_1	1684746	1685774	1	1
scaffold_1	3306166	3307734	1	1
scaffold_1	3864456	3866083	1	1
scaffold_1	4174431	4175788	1	1
scaffold_1	4546818	4550127	1	1
scaffold_1	4670477	4671918	1	1
scaffold_1	5791087	5795580	1	1
scaffold_1	5843064	5843847	1	1
scaffold_1	7777469	7778363	1	1
scaffold_1	8314607	8315646	1	1
scaffold_1	8631161	8632649	1	1
scaffold_1	9524552	9529816	1	1
scaffold_1	11112090	11113717	1	1
scaffold_1	11155314	11156670	1	1
scaffold_1	11226319	11228869	1	1
scaffold_1	11325740	11327062	1	1
scaffold_1	13132418	13134990	1	1
scaffold_1	18583932	18584862	1	1
scaffold_2	2549873	2550310	1	1
scaffold_2	577817	579781	1	1
scaffold_2	372260	373926	1	1
scaffold_2	10532524	10535152	1	1
scaffold_2	10674973	10678207	1	1
scaffold_2	11734234	11735669	1	1
